"question_id","question_type","excluded_as_ku","is_abstention","n_evidence_sessions","n_has_answer_turns","target_determinacy_flag","target_determinacy_reason","single_source_localizable_flag","localizable_reason","evidence_session_id","evidence_turn_indices","determinacy_filter_pass"
"9a707b81","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"9a707b82","temporal-reasoning","False","False","2","1","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"9aaed6a3","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"9bbe84a2","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"9d25d4e0","multi-session","False","False","3","5","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"9ea5eabc","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"9ee3ecd6","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"a06e4cfe","single-session-user","False","False","1","1","True","","True","","answer_6fe9fb49","[4]","True"
"a08a253f","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"a11281a2","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"a1cc6108","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"a1eacc2a","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"a2f3aa27","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"a3045048","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"a3332713","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"a346bb18","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"a3838d2b","temporal-reasoning","False","False","6","6","True","","False","evidence spans 6 sessions, not 1","","[]","False"
"a40e080f","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_269020","[7]","True"
"a4996e51","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"a82c026e","single-session-user","False","False","1","1","True","","True","","answer_787e6a6d","[2]","True"
"a89d7624","single-session-preference","False","False","1","2","True","","True","","answer_8f15ac24","[4, 6]","True"
"a96c20ee","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"a96c20ee_abs","multi-session","False","True","2","0","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 2 sessions, not 1","","[]","False"
"a9f6b44c","multi-session","False","False","3","4","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"aae3761f","multi-session","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"ac031881","single-session-assistant","False","False","1","1","True","","True","","answer_sharegpt_GYqnAhC_190","[5]","True"
"ad7109d1","single-session-user","False","False","1","1","True","","True","","answer_679840f8","[4]","True"
"af082822","temporal-reasoning","False","False","1","1","True","","True","","answer_b51b6115_1","[2]","True"
"af8d2e46","single-session-user","False","False","1","1","True","","True","","answer_82a04f59","[6]","True"
"afdc33df","single-session-preference","False","False","1","3","True","","True","","answer_8549e5e0","[2, 4, 6]","True"
"affe2881","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"b01defab","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"b0479f84","single-session-preference","False","False","1","1","True","","True","","answer_30f63ddb","[0]","True"
"b29f3365","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"b320f3f8","single-session-user","False","False","1","1","True","","True","","answer_5cc9b056","[0]","True"
"b3c15d39","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"b46e15ed","temporal-reasoning","False","False","4","5","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"b46e15ee","temporal-reasoning","False","False","4","1","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"b5ef892d","multi-session","False","False","3","2","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"b6019101","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"b6025781","single-session-preference","False","False","1","1","True","","True","","answer_8414cc57","[0]","True"
"b759caee","single-session-assistant","False","False","1","1","True","","True","","answer_sharegpt_2BSXlAr_0","[1]","True"
"b86304ba","single-session-user","False","False","1","1","True","","True","","answer_645b0329","[6]","True"
"b9cfe692","temporal-reasoning","False","False","3","2","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"ba358f49","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"ba358f49_abs","multi-session","False","True","2","0","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 2 sessions, not 1","","[]","False"
"ba61f0b9","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"bb7c3b45","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"bbf86515","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"bc149d6b","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"bc8a6e93","single-session-user","False","False","1","1","True","","True","","answer_e6143162","[2]","True"
"bc8a6e93_abs","single-session-user","False","True","1","0","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","no has_answer turn found within the single evidence session","","[]","False"
"bcbe585f","temporal-reasoning","False","False","1","1","True","","True","","answer_43ba3965_1","[0]","True"
"bf659f65","multi-session","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"c14c00dd","single-session-user","False","False","1","1","True","","True","","answer_304511ce","[4]","True"
"c18a7dc8","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"c19f7a0b","single-session-user","False","False","1","1","True","","True","","answer_f442ccbe","[8]","True"
"c2ac3c61","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"c4a1ceb8","multi-session","False","False","4","4","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"c4ea545c","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"c4f10528","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_234453","[7]","True"
"c5e8278d","single-session-user","False","False","1","1","True","","True","","answer_f6168136","[0]","True"
"c6853660","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"c7cf7dfd","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_456407","[7]","True"
"c7dc5443","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"c8090214","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"c8090214_abs","temporal-reasoning","False","True","2","2","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 2 sessions, not 1","","[]","False"
"c8c3f81d","single-session-user","False","False","1","1","True","","True","","answer_761acef8","[6]","True"
"c8f1aeed","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_519486","[1]","True"
"c960da58","single-session-user","False","False","1","1","True","","True","","answer_e05e4612","[2]","True"
"c9f37c46","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"caf03d32","single-session-preference","False","False","1","2","True","","True","","answer_2fc6aabb","[0, 2]","True"
"caf9ead2","single-session-user","False","False","1","1","True","","True","","answer_0714183a","[8]","True"
"cc06de0d","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"cc539528","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_374124","[7]","True"
"cc5ded98","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"cc6d1ec1","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"ccb36322","single-session-user","False","False","1","1","True","","True","","answer_f1fbb330","[2]","True"
"ce6d2d27","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"ceb54acb","single-session-assistant","False","False","1","1","True","","True","","answer_sharegpt_cGdjmYo_0","[3]","True"
"cf22b7bf","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"d01c6aa8","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"d23cf73b","multi-session","False","False","4","4","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"d24813b1","single-session-preference","False","False","1","1","True","","True","","answer_7c0ade93","[2]","True"
"d3ab962e","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"d52b4f67","single-session-user","False","False","1","1","True","","True","","answer_0df6aa4b","[4]","True"
"d596882b","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_252214","[5]","True"
"d6062bb9","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"d6233ab6","single-session-preference","False","False","1","2","True","","True","","answer_b0fac439","[2, 6]","True"
"d682f1a2","multi-session","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"d7c942c3","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"d851d5ba","multi-session","False","False","4","4","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"d905b33f","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"dad224aa","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"db467c8c","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"dc439ea3","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_459954","[6]","True"
"dccbc061","single-session-user","False","False","1","1","True","","True","","answer_8f276838","[0]","True"
"dcfa8644","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"dd2973ad","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"dfde3500","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"e01b8e2f","single-session-user","False","False","1","1","True","","True","","answer_5ca6cd28","[2]","True"
"e25c3b8d","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"e3038f8c","multi-session","False","False","4","4","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"e3fc4d6e","single-session-assistant","False","False","1","1","True","","True","","answer_sharegpt_5m7gg5F_0","[1]","True"
"e47becba","single-session-user","False","False","1","2","True","","True","","answer_280352e9","[4, 5]","True"
"e48988bc","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_174360","[3]","True"
"e493bb7c","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"e4e14d04","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"e56a43b9","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"e5ba910e_abs","multi-session","False","True","2","1","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 2 sessions, not 1","","[]","False"
"e6041065","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"e61a7584","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"e66b632c","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"e831120c","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"e8a79c70","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_13075","[1]","True"
"e9327a54","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_480665","[7]","True"
"e982271f","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_195444","[3]","True"
"eac54adc","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"eac54add","temporal-reasoning","False","False","2","1","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"eaca4986","single-session-assistant","False","False","1","1","True","","True","","answer_sharegpt_SS141vi_0","[3]","True"
"eace081b","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"ec81a493","single-session-user","False","False","1","1","True","","True","","answer_ed1982fc","[6]","True"
"ed4ddc30","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"edced276","multi-session","False","False","2","3","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"edced276_abs","multi-session","False","True","2","1","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 2 sessions, not 1","","[]","False"
"eeda8a6d","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"eeda8a6d_abs","multi-session","False","True","2","0","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 2 sessions, not 1","","[]","False"
"ef66a6e5","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"ef9cf60a","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"efc3f7c2","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"f0853d11","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"f0e564bc","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"f35224e0","multi-session","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"f4f1d8a4","single-session-user","False","False","1","1","True","","True","","answer_f5b33470","[4]","True"
"f4f1d8a4_abs","single-session-user","False","True","1","0","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","no has_answer turn found within the single evidence session","","[]","False"
"f523d9fe","single-session-assistant","False","False","1","1","True","","True","","answer_sharegpt_m2xJfjo_0","[14]","True"
"f685340e","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"f685340e_abs","knowledge-update","True","True","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"f8c5f88b","single-session-user","False","False","1","1","True","","True","","answer_c3567066","[4]","True"
"f9e8c073","knowledge-update","True","False","2","","False","excluded: knowledge-update (competing old/new values; CLAUDE.md invariant)","False","excluded: knowledge-update","","[]","False"
"faba32e5","single-session-user","False","False","1","1","True","","True","","answer_39b12014","[2]","True"
"fca70973","single-session-preference","False","False","1","1","True","","True","","answer_a1e169b1","[0]","True"
"fca762bc","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_39395","[5]","True"
"fea54f57","single-session-assistant","False","False","1","1","True","","True","","answer_ultrachat_187684","[1]","True"
"gpt4_0a05b494","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_0b2f1d21","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_15e38248","multi-session","False","False","4","5","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"gpt4_18c2b244","temporal-reasoning","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_1916e0ea","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_194be4b3","multi-session","False","False","5","4","True","","False","evidence spans 5 sessions, not 1","","[]","False"
"gpt4_1a1dc16d","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_1d4ab0c9","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_1d80365e","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_1e4a8aeb","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_1e4a8aec","temporal-reasoning","False","False","2","1","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_213fd887","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_21adecb5","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_2312f94c","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_2487a7cb","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_2655b836","temporal-reasoning","False","False","3","2","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_2ba83207","multi-session","False","False","4","4","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"gpt4_2c50253f","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_2d58bcd6","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_2f56ae70","temporal-reasoning","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_2f584639","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_2f8be40d","multi-session","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_2f91af09","multi-session","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_31ff4165","multi-session","False","False","5","6","True","","False","evidence spans 5 sessions, not 1","","[]","False"
"gpt4_372c3eed","multi-session","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_372c3eed_abs","multi-session","False","True","3","0","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_385a5000","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_45189cb4","temporal-reasoning","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_468eb063","temporal-reasoning","False","False","1","1","True","","True","","answer_9b09d95b_1","[0]","True"
"gpt4_468eb064","temporal-reasoning","False","False","1","1","True","","True","","answer_9b09d95b_1","[0]","True"
"gpt4_483dd43c","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_4929293a","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_4929293b","temporal-reasoning","False","False","2","1","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_4cd9eba1","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_4edbafa2","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_4ef30696","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_4fc4f797","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_5438fa52","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_5501fe77","multi-session","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_59149c77","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_59149c78","temporal-reasoning","False","False","2","1","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_59c863d7","multi-session","False","False","4","5","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"gpt4_5dcc0aab","temporal-reasoning","False","False","5","1","True","","False","evidence spans 5 sessions, not 1","","[]","False"
"gpt4_61e13b3c","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_65aabe59","temporal-reasoning","False","False","2","3","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_68e94287","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_68e94288","temporal-reasoning","False","False","2","1","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_6dc9b45b","temporal-reasoning","False","False","1","1","True","","True","","answer_c4df007f_1","[0]","True"
"gpt4_6ed717ea","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_70e84552","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_70e84552_abs","temporal-reasoning","False","True","2","1","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_731e37d7","multi-session","False","False","4","4","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"gpt4_74aed68e","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_76048e76","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_78cf46a3","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_7a0daae1","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_7abb270c","temporal-reasoning","False","False","6","6","True","","False","evidence spans 6 sessions, not 1","","[]","False"
"gpt4_7bc6cf22","temporal-reasoning","False","False","1","1","True","","True","","answer_e22d6aef_1","[0]","True"
"gpt4_7ca326fa","temporal-reasoning","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_7ddcf75f","temporal-reasoning","False","False","1","1","True","","True","","answer_ad8a76cb_1","[0]","True"
"gpt4_7de946e7","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_7f6b06db","temporal-reasoning","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_7fce9456","multi-session","False","False","5","6","True","","False","evidence spans 5 sessions, not 1","","[]","False"
"gpt4_8279ba02","temporal-reasoning","False","False","1","1","True","","True","","answer_56521e65_1","[2]","True"
"gpt4_8279ba03","temporal-reasoning","False","False","1","1","True","","True","","answer_56521e66_1","[0]","True"
"gpt4_85da3956","temporal-reasoning","False","False","1","1","True","","True","","answer_581ab834_1","[0]","True"
"gpt4_88806d6e","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_8c8961ae","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_8e165409","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_93159ced","temporal-reasoning","False","False","2","3","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_93159ced_abs","temporal-reasoning","False","True","2","0","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_93f6379c","temporal-reasoning","False","False","3","2","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_98f46fc6","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_9a159967","temporal-reasoning","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_a1b77f9c","temporal-reasoning","False","False","6","6","True","","False","evidence spans 6 sessions, not 1","","[]","False"
"gpt4_a2d1d1f6","temporal-reasoning","False","False","1","1","True","","True","","answer_f6d6e33f_1","[0]","True"
"gpt4_a56e767c","multi-session","False","False","3","6","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_ab202e7f","multi-session","False","False","5","5","True","","False","evidence spans 5 sessions, not 1","","[]","False"
"gpt4_af6db32f","temporal-reasoning","False","False","1","1","True","","True","","answer_184c8f56_1","[0]","True"
"gpt4_b0863698","temporal-reasoning","False","False","1","1","True","","True","","answer_550bb2d1_1","[0]","True"
"gpt4_b4a80587","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_b5700ca0","temporal-reasoning","False","False","1","1","True","","True","","answer_a17423e8_1","[6]","True"
"gpt4_b5700ca9","temporal-reasoning","False","False","1","1","True","","True","","answer_a17423e7_1","[6]","True"
"gpt4_c27434e8","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_c27434e8_abs","temporal-reasoning","False","True","2","1","False","abstention item: gold target is 'insufficient information', not a positive fact to audit for evidence sufficiency","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_cd90e484","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_d12ceb0e","multi-session","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_d31cdae3","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_d6585ce8","temporal-reasoning","False","False","5","5","True","","False","evidence spans 5 sessions, not 1","","[]","False"
"gpt4_d6585ce9","temporal-reasoning","False","False","5","1","True","","False","evidence spans 5 sessions, not 1","","[]","False"
"gpt4_d84a3211","multi-session","False","False","4","4","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"gpt4_d9af6064","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_e05b82a6","multi-session","False","False","4","4","True","","False","evidence spans 4 sessions, not 1","","[]","False"
"gpt4_e061b84f","temporal-reasoning","False","False","3","3","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_e061b84g","temporal-reasoning","False","False","3","1","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_e072b769","temporal-reasoning","False","False","1","1","True","","True","","answer_c19bd2bf_1","[0]","True"
"gpt4_e414231e","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_e414231f","temporal-reasoning","False","False","2","1","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_ec93e27f","temporal-reasoning","False","False","2","2","True","","False","evidence spans 2 sessions, not 1","","[]","False"
"gpt4_f2262a51","multi-session","False","False","3","5","True","","False","evidence spans 3 sessions, not 1","","[]","False"
"gpt4_f420262c","temporal-reasoning","False","False","5","5","True","","False","evidence spans 5 sessions, not 1","","[]","False"
"gpt4_f420262d","temporal-reasoning","False","False","5","3","True","","False","evidence spans 5 sessions, not 1","","[]","False"
