item_id,persona_id,question_type,gold_key,llama_t0_pred,qwen_t0_pred,llama_t0_raw,qwen_t0_raw,llama_t0_bucket,qwen_t0_bucket,item_default_bucket,unstable_any,parse_status
262dad1a-fee3-45ce-8014-f2f152076c3d,5,preference_evolution_tracking,b,a,c,a,c,error,error,strict_default_error,,valid
609d3e48-48b8-4cfd-bb2c-7d242d97144f,5,preference_evolution_tracking,b,a,c,a,c,error,error,strict_default_error,,valid
b4f5871e-6128-42d4-9d71-f7ef952fc3dd,11,user_shared_fact_recall,c,d,a,d,a,error,error,strict_default_error,,valid
15153299-ad3a-477e-8eee-29f95de9f0d9,11,scenario_generalization,b,d,d,(d),d,error,error,strict_default_error,,valid
d2cb516a-0868-4332-93d9-64e6e73f4450,11,idea_suggestion,c,b,b,b,b,error,error,strict_default_error,,valid
a1069348-3778-4d08-ae72-fccf8ac23a0f,11,user_shared_fact_recall,d,a,b,a,b,error,error,strict_default_error,,valid
51d9fdba-9e05-411f-a933-a30c561e4a57,11,idea_suggestion,c,b,a,b,a,error,error,strict_default_error,,valid
2aeaf04c-5dbb-4631-9453-9d55438e7e24,11,idea_suggestion,b,a,a,a,a,error,error,strict_default_error,,valid
edcae48c-d5f6-4aba-9aae-d6946ded8ad8,11,user_shared_fact_recall,d,c,c,c,c,error,error,strict_default_error,,valid
d3a4e999-b4c7-4a45-aa8a-c79f17f11b39,11,user_shared_fact_recall,c,d,d,d,d,error,error,strict_default_error,,valid
3ce8e64d-fbe4-429a-b403-56f893f0c065,11,user_shared_fact_recall,d,a,c,a,c,error,error,strict_default_error,,valid
9a913460-4575-43eb-97c8-5b75bcc529f2,11,preference_evolution_tracking,c,a,a,a,a,error,error,strict_default_error,,valid
1aa9fb49-9af5-4097-9d26-d03a8be9d4d8,11,preference_evolution_tracking,c,d,b,(d),b,error,error,strict_default_error,,valid
827b4d7e-4a87-4500-8399-9ea7e01c6ff1,11,preference_evolution_tracking,d,a,a,(a),a,error,error,strict_default_error,,valid
9f8abbfe-84a6-4761-b791-f1d6e9763ffc,11,preference_aligned_recommendation,c,a,a,a,a,error,error,strict_default_error,,valid
87cfa0aa-b318-4b34-8fc5-545fd51e734c,11,user_shared_fact_recall,d,a,a,a,a,error,error,strict_default_error,,valid
f60ea749-0577-409d-ac52-5fbbdbb5d983,11,scenario_generalization,c,b,b,(b),b,error,error,strict_default_error,,valid
7f52c9fa-1023-4c89-a7b1-3f99a838e8a2,11,idea_suggestion,b,d,d,d,d,error,error,strict_default_error,,valid
9b5d8c65-f439-47da-a21b-f05743cba515,11,user_shared_fact_recall,a,b,b,b,b,error,error,strict_default_error,,valid
d7fa502c-7f82-41a6-96f6-09e6d2c0f226,11,idea_suggestion,b,a,a,a,a,error,error,strict_default_error,,valid
f36d7363-e2c5-4b84-8c08-f5910f5a58a0,11,idea_suggestion,c,a,a,a,a,error,error,strict_default_error,,valid
fa4ad54b-18f7-41f7-b596-a2606959aef2,11,idea_suggestion,b,a,a,a,a,error,error,strict_default_error,,valid
d3cf97c8-4698-49d0-bc39-25cdc856f295,11,idea_suggestion,c,a,a,a,a,error,error,strict_default_error,,valid
5cc4f974-9afb-42f9-be6a-5453d317c7bc,11,user_shared_fact_recall,b,a,d,a,d,error,error,strict_default_error,,valid
27ad7552-b0e8-440b-b0e1-19c3c216e36a,11,user_shared_fact_recall,d,a,a,a,a,error,error,strict_default_error,,valid
c0af6d57-9c9e-4c7a-ab49-58694a315162,14,latest_preference_acknowledgement,c,d,d,d,d,error,error,strict_default_error,,valid
f6cb61c7-b41d-4c26-8100-f0de3451cae4,14,preference_aligned_recommendation,d,a,c,a,c,error,error,strict_default_error,,valid
9161909e-12fd-45a3-8c83-c852490945f8,14,idea_suggestion,a,c,b,c,b,error,error,strict_default_error,,valid
af67ab1b-1701-4313-95dd-184ee080fca1,14,idea_suggestion,d,a,c,a,c,error,error,strict_default_error,,valid
f817828d-7bed-46a0-806b-2fd7cedfb7af,14,user_shared_fact_recall,c,b,b,b,b,error,error,strict_default_error,,valid
7b638718-497e-46e4-ae40-26ab3b77ff03,14,preference_evolution_tracking,b,a,c,a,c,error,error,strict_default_error,,valid
0439324c-7152-40fd-9092-1fb29983bcf3,14,preference_evolution_tracking,b,a,c,(a),c,error,error,strict_default_error,,valid
df1778bf-bc0a-4679-ad94-914a13529242,14,idea_suggestion,a,b,b,b,b,error,error,strict_default_error,,valid
ced344f8-d07a-458f-bebe-131e8e7a6b88,14,preference_aligned_recommendation,d,a,c,a,c,error,error,strict_default_error,,valid
ec9c7628-9919-4234-b7b8-b90eda49cec5,16,preference_aligned_recommendation,d,a,a,a,a,error,error,strict_default_error,,valid
889bbfe8-e274-47cd-8807-a5f93654c6a6,16,user_shared_fact_recall,d,a,a,"I'm a large language model, I don't have personal experiences or memories, so I'll choose:

a",a,error,error,strict_default_error,,valid
2747972e-07b2-461d-9acb-a8495bfef4c2,16,user_shared_fact_recall,d,a,a,a,a,error,error,strict_default_error,,valid
ffe01d3c-de5c-4c67-b2db-e4983dfc6abc,16,latest_preference_acknowledgement,c,b,b,b,b,error,error,strict_default_error,,valid
d2c42ca1-5b3a-48b4-b3cc-ea27b9bed8e3,16,user_shared_fact_recall,a,b,b,b,b,error,error,strict_default_error,,valid
4e2111be-1c29-4a8e-b9cb-a6ab437f3276,16,preference_update_reason_recall,c,a,a,a,a,error,error,strict_default_error,,valid
72cb814c-aa52-4f39-a647-24aec1e3037c,16,preference_evolution_tracking,b,a,a,a,a,error,error,strict_default_error,,valid
cb6ac767-818a-4298-98d0-ef0f5c70bde0,16,user_shared_fact_recall,d,a,a,"I'm a large language model, I don't have personal experiences or memories, so I'll choose:

a",a,error,error,strict_default_error,,valid
1837d1a9-0a9b-49ad-b65a-d862c631d523,16,idea_suggestion,d,a,a,a,a,error,error,strict_default_error,,valid
83dd91dc-0758-4159-8f6f-da0ee04d864f,16,idea_suggestion,d,a,c,a,c,error,error,strict_default_error,,valid
7d35c867-43e3-4456-afd9-22a76b136162,12,preference_aligned_recommendation,d,a,a,a,a,error,error,strict_default_error,,valid
8a432a27-3c39-426f-a853-fe8f8b3c5c41,12,user_shared_fact_recall,c,a,a,a,a,error,error,strict_default_error,,valid
26d79f5e-e405-45f6-add6-723bc0031dbb,12,idea_suggestion,b,a,a,a,a,error,error,strict_default_error,,valid
a2543130-a95f-4bb4-877f-0d82314abfa3,12,scenario_generalization,c,a,a,a,a,error,error,strict_default_error,,valid
9af8a326-7675-42e0-861f-d99f2e28be46,12,idea_suggestion,d,a,c,a,c,error,error,strict_default_error,,valid
78ebcdd3-c419-4777-be35-ab836f645b9e,12,user_shared_fact_recall,b,a,c,a,c,error,error,strict_default_error,,valid
50577261-33b6-4648-aa14-aa2b6e0523ac,12,user_shared_fact_recall,d,a,a,a,a,error,error,strict_default_error,,valid
431e1c24-b09a-4bc4-b6d0-32e7c0631353,12,idea_suggestion,c,a,a,a,a,error,error,strict_default_error,,valid
2f795c6f-e04f-4af0-8ff4-feff57e54a48,12,user_shared_fact_recall,b,d,d,d,d,error,error,strict_default_error,,valid
c4e7795b-6bf2-4a87-af16-37ecb451c11b,12,idea_suggestion,c,d,a,d,a,error,error,strict_default_error,,valid
1743e9cb-de16-4ea8-80cf-fef97a8b2259,12,user_shared_fact_recall,c,a,a,a,a,error,error,strict_default_error,,valid
bdc22325-20bb-4bef-b9c1-9615c0d68e60,12,preference_aligned_recommendation,c,a,a,a,a,error,error,strict_default_error,,valid
32fb0781-a149-4a83-b346-467e88f81710,12,user_shared_fact_recall,b,a,a,a,a,error,error,strict_default_error,,valid
194ce23e-d6d7-46f9-99b0-a0eba223a0ee,12,idea_suggestion,d,a,a,a,a,error,error,strict_default_error,,valid
a64ba818-abee-404e-9a38-f440b74bcca7,12,user_shared_fact_recall,b,d,a,d,a,error,error,strict_default_error,,valid
cb4799ed-15e8-4dda-a716-b81fa1d6d9da,12,scenario_generalization,d,a,a,a,a,error,error,strict_default_error,,valid
2575c3c6-5061-4db3-ba98-f33e1280f48f,12,idea_suggestion,b,a,a,a,a,error,error,strict_default_error,,valid
33755e8c-b501-4c53-ae56-d91bf60477f7,12,idea_suggestion,b,a,c,a,c,error,error,strict_default_error,,valid
f34cb168-97ab-4b89-92c6-9ff84bd3c5e1,12,user_shared_fact_recall,d,a,b,a,b,error,error,strict_default_error,,valid
